H,1.00794,1.007825032,0.99984426,2.014101778,0.00015574
He,4.002602,3.01602931,0.000001343,4.00260325,0.999998657
Li,6.941,6.0151223,0.07589,7.016004,0.92411
Be,9.012182,9.0121821,1
B,10.811,10.012937,0.1982,11.0093055,0.8018
C,12.0107,12,0.988922,13.00335484,0.011078
N,14.0067,14.00307401,0.996337,15.0001089,0.003663
O,15.9994,15.99491462,0.997628,16.9991315,0.000372,17.9991604,0.0020004
F,18.9984032,18.9984032,1
Ne,20.1797,19.99244018,0.904838,20.99384674,0.002696,21.99138551,0.092465
Na,22.98977,22.98976967,1
Mg,24.305,23.9850419,0.78992,24.98583702,0.10003,25.98259304,0.11005
Al,26.981538,26.98153844,1
Si,28.0855,27.97692653,0.9222968,28.97649472,0.0468316,29.97377022,0.0308716
P,30.973761,30.97376151,1
S,32.065,31.97207069,0.95018,32.9714585,0.0075,33.96786683,0.04215,35.96708088,0.00017
Cl,35.453,34.96885271,0.75771,36.9659026,0.24229
Ar,39.948,35.96754628,0.003365,37.9627322,0.000632,39.96238312,0.996003
K,39.0983,38.9637069,0.9325811,39.96399867,0.00011672,40.96182597,0.0673022
Ca,40.078,39.9625912,0.96941,41.9586183,0.00647,42.9587668,0.00135,43.9554811,0.02086,45.9536928,0.00004,47.952534,0.00187
Sc,44.95591,44.9559102,1
Ti,47.867,45.9526295,0.08249,46.9517638,0.07437,47.9479471,0.7372,48.9478708,0.05409,49.9447921,0.05185
V,50.9415,49.9471628,0.002497,50.9439637,0.997503
Cr,51.9961,49.9460496,0.043452,51.9405119,0.837895,52.9406538,0.095006,53.9388849,0.023647
Mn,54.938049,54.9380496,1
Fe,55.845,53.9396148,0.05845,55.9349421,0.91754,56.9353987,0.021191,57.9332805,0.002819
Co,58.9332,58.9332002,1
Ni,58.6934,57.9353479,0.680769,59.9307906,0.262231,60.9310604,0.011399,61.9283488,0.036345,63.9279696,0.009256
Cu,63.546,62.9296011,0.69174,64.9277937,0.30826
Zn,65.39,63.9291466,0.4863,65.9260368,0.279,66.9271309,0.041,67.9248476,0.1875,69.925325,0.0062
Ga,69.723,68.925581,0.601079,70.924705,0.398921
Ge,72.64,69.9242504,0.21234,71.9220762,0.27662,72.9234594,0.07717,73.9211782,0.35943,75.9214027,0.07444
As,74.9216,74.9215964,1
